;2rbina2rista;basta;brb;eldzhey;face;feduk;gnoiny;guf;husky;kasta;korzh;krovostok;kunteynir;lizer;lsp;morgenshtern;noizemc;skriptonite;timati;xleb
(',', ' ', 'а');600,2000667;500,7452953;570,711106;290,9514111;955,8053798;919,7939662;891,4461688;433,8309243;1336,898396;718,1277986;438,4298366;681,4984172;573,0313358;283,7258207;978,7858799;842,214376;474,1827489;529,0375484;474,4395683;389,3322951
('а', 'й', 'д');0;163,033352;0;58,19028222;68,27181284;0;0;0;0;105,6070292;131,528951;54,95954977;60,31908798;267,0360666;638,3386174;64,78572123;57,13045167;105,8075097;79,07326138;0
('р', ')', ',');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('л', 'о', 'ф');0;0;0;0;0;0;0;0;0;7,040468614;0;0;90,47863196;0;0;0;11,42609033;0;0;0
('Х', 'о', 'ч');0;151,3881125;114,1422212;116,3805644;0;91,97939662;81,0405608;118,3175248;58,12601721;42,24281168;14,61432789;109,9190995;90,47863196;16,68975416;106,3897696;0;11,42609033;52,90375484;0;973,3307378
('х', ' ', '9');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;0;0;0
('а', 'д', 'п');0;0;0;0;0;0;0;0;19,37533907;0;0;0;0;0;0;0;0;0;0;0
('а', ')', '.');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,53663069;0
('?', ' ', 'Д');66,6888963;0;0;116,3805644;22,75727095;0;13,50676013;59,1587624;19,37533907;56,32374891;0;10,99190995;60,31908798;0;0;0;39,99131617;39,67781613;0;0
('В', 'в', 'р');0;0;0;58,19028222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('р', 'и', 'о');66,6888963;0;0;232,7611289;0;0;0;39,43917493;38,75067814;42,24281168;0;76,94336968;30,15954399;0;63,83386174;0;5,713045167;0;39,53663069;0
('у', 'г', 'у');0;34,93571828;0;58,19028222;22,75727095;91,97939662;13,50676013;39,43917493;38,75067814;126,728435;58,45731155;87,93527963;90,47863196;50,06926248;21,27795391;0;131,4000388;13,22593871;39,53663069;0
('И', ' ', 'й');0;0;0;0;0;0;0;0;0;0;0;54,95954977;0;0;0;0;0;0;0;0
('О', 'к', 'о');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,53663069;0
('и', 'т', 'и');66,6888963;46,5809577;114,1422212;0;0;0;13,50676013;78,87834986;38,75067814;14,08093723;29,22865577;142,8948294;90,47863196;0;1021,341788;64,78572123;79,98263234;0;39,53663069;0
('р', 'д', 'ы');0;11,64523943;0;58,19028222;0;0;0;19,71958747;0;14,08093723;43,84298366;54,95954977;60,31908798;66,75901664;21,27795391;0;34,278271;0;0;0
('т', ' ', 'А');0;11,64523943;0;0;0;0;0;0;0;0;0;32,97572986;30,15954399;0;21,27795391;0;5,713045167;0;0;0
('В', ' ', '—');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('ё', 'н', ',');66,6888963;0;0;0;0;0;0;0;0;21,12140584;0;0;30,15954399;0;0;0;5,713045167;0;0;0
(' ', 'у', 'ч');0;46,5809577;114,1422212;0;22,75727095;91,97939662;27,01352027;19,71958747;0;42,24281168;87,68596732;65,95145973;211,1168079;33,37950832;21,27795391;226,7500243;51,41740651;39,67781613;39,53663069;0
('ш', 'а', ' ');133,3777926;326,0667039;114,1422212;0;682,7181284;183,9587932;162,0811216;118,3175248;193,7533907;56,32374891;43,84298366;142,8948294;392,0740718;200,2770499;170,2236313;0;91,40872268;52,90375484;0;129,7774317
('д', 'а', 'х');66,6888963;23,29047885;0;0;68,27181284;0;40,5202804;19,71958747;58,12601721;21,12140584;14,61432789;43,96763982;0;0;21,27795391;0;17,1391355;26,45187742;0;0
('л', 'а', 'ш');66,6888963;0;0;0;0;0;94,54732093;19,71958747;0;7,040468614;0;87,93527963;0;0;0;0;11,42609033;0;39,53663069;0
('С', 'к', 'в');0;34,93571828;0;116,3805644;0;0;0;0;0;28,16187445;0;10,99190995;0;0;0;0;34,278271;92,58157098;39,53663069;0
('и', 'ш', ',');0;0;0;0;0;0;0;0;0;0;14,61432789;10,99190995;30,15954399;0;0;0;0;0;0;0
('\n', 'В', 'и');0;46,5809577;114,1422212;0;91,02908379;183,9587932;13,50676013;39,43917493;38,75067814;70,40468614;43,84298366;120,9110095;60,31908798;16,68975416;191,5015852;194,3571637;51,41740651;66,12969356;118,6098921;259,5548634
('ю', '\n', 'Н');0;23,29047885;0;0;136,5436257;91,97939662;27,01352027;78,87834986;19,37533907;42,24281168;29,22865577;0;60,31908798;100,138525;0;97,17858184;57,13045167;13,22593871;79,07326138;0
('в', 'у', 'с');0;0;0;0;0;0;27,01352027;19,71958747;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('И', 'о', 'с');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('В', ' ', 'н');0;34,93571828;0;0;22,75727095;91,97939662;0;19,71958747;19,37533907;63,36421752;14,61432789;0;0;0;0;0;45,70436134;13,22593871;39,53663069;0
('В', 'з', 'в');0;0;0;0;0;0;0;0;0;0;29,22865577;21,98381991;0;0;0;0;0;0;0;0
('л', 'о', 'я');0;11,64523943;0;0;22,75727095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('ь', 'е', '!');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,42609033;0;0;0
"('""', 'В', 'с')";0;0;114,1422212;0;22,75727095;0;27,01352027;0;0;0;0;0;0;0;0;0;0;0;0;0
('—', '\n', 'Д');0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,55590782;0;22,85218067;0;0;0
('Л', 'ь', 'ю');0;11,64523943;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;0;0;0
('(', 'Д', 'о');0;0;0;0;0;0;0;0;0;14,08093723;0;0;0;0;0;129,5714425;0;0;0;0
('т', 'ы', 'с');0;116,4523943;0;0;113,7863547;91,97939662;0;0;19,37533907;63,36421752;43,84298366;76,94336968;0;33,37950832;0;32,39286061;57,13045167;0;79,07326138;0
('у', 'л', '\n');0;11,64523943;0;0;0;0;27,01352027;0;19,37533907;28,16187445;0;10,99190995;211,1168079;0;0;0;11,42609033;26,45187742;0;0
('и', 'с', 'к');200,0666889;267,8405068;228,2844424;1280,186209;136,5436257;275,9381898;175,5878817;98,59793733;213,1287298;246,4164015;146,1432789;219,8381991;392,0740718;166,8975416;106,3897696;226,7500243;217,0957164;158,7112645;316,2930455;129,7774317
('а', 'з', 'в');0;46,5809577;0;58,19028222;113,7863547;91,97939662;81,0405608;39,43917493;19,37533907;119,6879664;58,45731155;65,95145973;30,15954399;33,37950832;42,55590782;291,5357455;177,1044002;66,12969356;39,53663069;194,6661476
('К', ' ', 'д');0;0;0;0;0;0;13,50676013;0;19,37533907;7,040468614;0;0;0;0;0;0;5,713045167;0;0;0
('а', 'о', 'л');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;11,42609033;0;0;0
('р', 'о', 'р');66,6888963;11,64523943;0;0;45,5145419;0;0;0;116,2520344;14,08093723;131,528951;54,95954977;90,47863196;0;0;0;11,42609033;13,22593871;0;0
('я', ' ', 'Б');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;21,27795391;64,78572123;0;0;39,53663069;0
('ы', 'ш', 'о');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;32,39286061;5,713045167;0;0;0
('ё', 'г', 'с');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('\n', 'О', 'л');0;0;0;0;0;0;27,01352027;0;0;7,040468614;0;21,98381991;0;0;85,11181565;0;0;26,45187742;0;0
('а', 'н', 'к');0;34,93571828;342,4266636;0;22,75727095;0;243,1216824;98,59793733;96,87669534;7,040468614;14,61432789;153,8867394;30,15954399;16,68975416;234,057493;97,17858184;91,40872268;79,35563227;0;0
('п', 'л', 'е');466,8222741;291,1309857;0;290,9514111;45,5145419;91,97939662;148,5743615;177,4762872;329,3807642;281,6187445;43,84298366;164,8786493;120,638176;33,37950832;553,2268017;97,17858184;234,2348519;145,4853258;474,4395683;194,6661476
('\n', 'А', 'х');0;0;0;0;0;0;13,50676013;0;0;21,12140584;0;43,96763982;30,15954399;0;0;0;0;0;0;0
('е', 'г', '?');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52,90375484;0;0
('м', ',', ' ');1133,711237;966,5548724;1369,706654;1629,327902;477,9026899;827,8145695;688,8447668;1380,371123;1201,271022;1210,960602;1154,531903;1176,134365;573,0313358;801,1081997;446,8370322;680,2500729;1194,02644;1177,108545;909,3425058;3374,213224
(' ', 'е', 'б');666,888963;11,64523943;1027,279991;58,19028222;204,8154385;0;202,601402;78,87834986;96,87669534;42,24281168;43,84298366;681,4984172;271,4358959;183,5872958;212,7795391;971,7858184;45,70436134;264,5187742;0;389,3322951
(' ', 'К', 'у');0;23,29047885;0;174,5708467;0;0;40,5202804;78,87834986;19,37533907;0;0;32,97572986;90,47863196;0;0;0;5,713045167;0;79,07326138;64,88871585
('ц', 'е', '?');0;0;0;0;45,5145419;0;13,50676013;0;0;14,08093723;0;0;0;0;0;0;0;0;0;0
('А', 'и', 'р');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('р', ' ', '3');0;0;0;0;0;0;0;0;0;0;0;0;30,15954399;0;0;0;0;0;0;0
('о', 'л', 'з');66,6888963;0;0;0;0;0;108,0540811;19,71958747;0;21,12140584;14,61432789;54,95954977;30,15954399;0;0;0;85,69567751;13,22593871;0;0
('ф', 'ы', ',');0;0;0;0;22,75727095;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('х', 'э', 'п');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;17,1391355;0;0;0
('т', ' ', 'р');133,3777926;256,1952674;0;407,3319756;45,5145419;0;337,6690033;138,0371123;135,6273735;302,7401504;116,9146231;142,8948294;90,47863196;100,138525;63,83386174;97,17858184;114,2609033;105,8075097;711,6593524;64,88871585
('Р', 'е', 'д');0;0;0;0;0;0;40,5202804;0;0;0;0;0;0;0;0;0;0;0;0;0
('-', '\n', 'С');0;0;0;0;0;0;0;0;0;0;14,61432789;0;30,15954399;0;0;0;0;0;0;0
('о', 'е', '—');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,22593871;0;0
('р', 'т', 'ь');200,0666889;116,4523943;114,1422212;0;136,5436257;0;148,5743615;0;19,37533907;56,32374891;0;120,9110095;0;166,8975416;21,27795391;0;22,85218067;13,22593871;79,07326138;0
('ы', 'т', '\n');0;0;0;0;0;0;0;19,71958747;77,50135627;14,08093723;0;0;0;0;0;0;5,713045167;0;39,53663069;0
('т', 'к', 'и');200,0666889;69,87143656;342,4266636;0;68,27181284;0;135,0676013;78,87834986;96,87669534;91,52609198;73,07163944;274,7977489;211,1168079;133,5180333;170,2236313;291,5357455;228,5218067;119,0334484;118,6098921;64,88871585
('б', 'р', 'а');466,8222741;524,0357742;1141,422212;1047,42508;1160,620818;1287,711553;540,2704053;532,4288616;290,630086;485,7923343;584,5731155;373,7249384;814,3076877;367,1745915;85,11181565;1652,035891;359,9218455;886,1378936;395,3663069;194,6661476
('Г', 'л', 'у');0;23,29047885;0;0;22,75727095;0;27,01352027;0;19,37533907;14,08093723;0;32,97572986;0;16,68975416;0;0;34,278271;0;395,3663069;0
('Т', 'р', 'я');0;0;0;0;0;0;0;19,71958747;38,75067814;0;0;10,99190995;0;0;0;0;0;0;0;0
('б', '\n', 'З');0;0;0;0;22,75727095;0;0;0;0;0;29,22865577;0;0;50,06926248;0;0;0;0;0;0
('З', 'в', 'я');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;21,27795391;0;0;0;0;0
('в', 'ы', '.');0;11,64523943;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;0;0;0;0
('\n', '«', 'Н');0;0;0;0;0;0;0;19,71958747;0;35,20234307;0;21,98381991;0;0;21,27795391;0;5,713045167;0;0;0
('ь', 'и', 'м');0;0;0;0;22,75727095;0;40,5202804;0;0;0;14,61432789;0;0;0;0;32,39286061;17,1391355;0;0;0
('й', 'с', 'ы');66,6888963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('к', '-', 'п');66,6888963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('и', 'н', '!');0;11,64523943;0;0;0;0;27,01352027;0;77,50135627;0;0;0;0;0;0;0;0;0;0;0
('к', 'е', 'к');0;0;0;0;0;0;0;0;0;7,040468614;0;54,95954977;60,31908798;0;0;0;0;26,45187742;0;0
('т', 'е', 'н');66,6888963;186,3238308;114,1422212;58,19028222;182,0581676;0;162,0811216;197,1958747;271,254747;161,9307781;219,2149183;230,830109;271,4358959;183,5872958;42,55590782;97,17858184;239,947897;26,45187742;158,1465228;64,88871585
('Б', 'о', 'ж');0;34,93571828;114,1422212;0;22,75727095;91,97939662;0;98,59793733;0;14,08093723;87,68596732;10,99190995;0;116,8282791;0;0;22,85218067;0;0;0
(' ', 'з', 'п');0;0;0;0;0;0;0;0;0;0;29,22865577;0;0;0;0;0;0;0;0;0
('ь', 'е', '?');0;0;0;0;0;0;13,50676013;19,71958747;0;7,040468614;87,68596732;0;0;0;0;0;5,713045167;0;0;0
('ю', ' ', '9');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;0;0;0;0
('—', ' ', 'б');66,6888963;0;342,4266636;0;68,27181284;0;40,5202804;19,71958747;38,75067814;49,2832803;29,22865577;65,95145973;0;0;21,27795391;0;68,55654201;66,12969356;0;0
('п', '\n', 'Э');0;0;0;58,19028222;0;0;0;0;0;14,08093723;0;0;0;0;0;0;0;0;0;0
('я', 'ц', ',');0;0;0;0;22,75727095;0;0;19,71958747;0;0;14,61432789;0;0;0;0;0;17,1391355;0;0;64,88871585
('м', 'ж', '.');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('ё', 'х', 'у');0;0;0;0;0;0;0;0;0;0;0;54,95954977;0;0;0;0;0;0;0;0
('а', '.', ')');0;11,64523943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('е', 'з', '?');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('т', 'м', 'е');0;0;0;58,19028222;0;0;13,50676013;0;0;42,24281168;0;10,99190995;60,31908798;0;85,11181565;0;22,85218067;13,22593871;39,53663069;0
('о', 'ш', 'м');66,6888963;0;0;0;0;0;0;0;0;0;0;0;0;16,68975416;21,27795391;0;17,1391355;0;0;64,88871585
('\n', '(', 'О');0;0;0;0;0;0;13,50676013;0;0;0;0;10,99190995;60,31908798;0;234,057493;32,39286061;0;66,12969356;79,07326138;0
(')', '\n', 'У');0;46,5809577;228,2844424;0;91,02908379;0;0;0;19,37533907;0;0;10,99190995;0;50,06926248;42,55590782;129,5714425;0;145,4853258;0;259,5548634
('т', 'у', 'я');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('К', 'и', 'Ш');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('б', 'и', ' ');0;23,29047885;0;0;0;275,9381898;40,5202804;0;19,37533907;7,040468614;0;241,822019;60,31908798;16,68975416;21,27795391;129,5714425;28,56522584;0;79,07326138;0
('!', ' ', 'Ч');0;0;0;0;0;0;0;0;38,75067814;7,040468614;0;0;0;0;0;0;5,713045167;13,22593871;39,53663069;0
('л', 'н', 'я');400,1333778;11,64523943;0;0;0;0;13,50676013;19,71958747;19,37533907;49,2832803;43,84298366;10,99190995;0;0;42,55590782;0;28,56522584;26,45187742;39,53663069;0
('ё', 'к', 'у');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('В', 'р', 'у');0;11,64523943;0;0;0;0;0;0;38,75067814;7,040468614;0;0;0;16,68975416;0;0;5,713045167;0;0;0
('ю', 'н', 'ц');0;0;0;0;0;0;0;0;0;0;14,61432789;0;0;0;0;0;0;0;0;0
('ш', 'т', 'а');66,6888963;11,64523943;0;116,3805644;22,75727095;0;27,01352027;39,43917493;0;49,2832803;29,22865577;54,95954977;120,638176;0;0;0;34,278271;0;0;64,88871585
('р', 'и', 'я');0;23,29047885;0;58,19028222;0;0;81,0405608;39,43917493;0;35,20234307;0;76,94336968;120,638176;16,68975416;0;32,39286061;51,41740651;39,67781613;0;0
('ж', ' ', 'г');0;0;0;0;0;0;13,50676013;0;0;21,12140584;29,22865577;0;0;0;0;0;0;0;0;0
('(', 'У', 'б');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('в', 'и', 'т');666,888963;489,1000559;228,2844424;174,5708467;159,3008966;551,8763797;229,6149223;276,0742245;174,3780516;239,3759329;233,8292462;197,8543792;392,0740718;66,75901664;212,7795391;97,17858184;314,2174842;145,4853258;197,6831534;129,7774317
('.', ' ', 'п');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;26,45187742;0;0
('о', 'р', 'ц');0;11,64523943;0;0;0;0;0;0;0;49,2832803;29,22865577;43,96763982;0;0;0;0;17,1391355;13,22593871;0;0
('И', '»', ',');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('д', 'ю', 'ш');0;0;114,1422212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('н', 'а', 'э');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('ч', 'н', 'ё');0;11,64523943;0;0;0;0;0;0;0;28,16187445;0;0;60,31908798;16,68975416;0;0;5,713045167;0;0;0
('\n', 'Щ', 'и');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('з', 'в', 'я');0;11,64523943;0;0;0;0;0;0;0;7,040468614;14,61432789;0;0;0;0;0;11,42609033;52,90375484;0;0
('–', '\n', 'О');0;0;0;0;0;0;0;0;19,37533907;0;0;0;0;0;0;0;0;0;0;0
('р', 'с', 'а');0;0;0;0;22,75727095;0;0;19,71958747;0;7,040468614;0;21,98381991;0;0;0;0;22,85218067;39,67781613;0;0
(' ', 'в', 'ч');0;0;114,1422212;0;0;0;0;39,43917493;0;21,12140584;43,84298366;10,99190995;30,15954399;16,68975416;85,11181565;97,17858184;39,99131617;79,35563227;0;129,7774317
('(', 'о', 'х');0;0;0;0;0;0;0;0;0;0;29,22865577;0;0;0;0;0;0;0;0;0
('В', 'н', 'и');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;100,138525;42,55590782;32,39286061;5,713045167;13,22593871;0;0
('в', 'а', '.');0;11,64523943;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;11,42609033;0;0;0
('Ф', 'и', 'г');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('б', 'р', 'ь');0;0;0;0;0;0;0;19,71958747;38,75067814;0;0;0;0;0;0;0;5,713045167;13,22593871;0;0
('э', 'з', 'и');0;0;114,1422212;0;0;0;0;0;19,37533907;0;0;10,99190995;0;0;0;0;5,713045167;0;0;0
('а', 'ю', '!');0;0;0;0;0;0;0;19,71958747;0;7,040468614;14,61432789;0;0;0;21,27795391;32,39286061;5,713045167;0;0;0
('1', '5', ',');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;0;0;0;0
('я', 'е', 'в');0;11,64523943;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('Т', 'а', 'л');0;11,64523943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('м', '\n', '(');0;0;0;0;0;0;27,01352027;19,71958747;58,12601721;56,32374891;0;0;30,15954399;0;63,83386174;32,39286061;11,42609033;119,0334484;0;0
('н', '\n', 'Ж');0;0;0;0;0;0;0;0;0;7,040468614;0;32,97572986;0;0;0;0;0;0;0;0
('н', 'е', 'с');133,3777926;186,3238308;0;116,3805644;45,5145419;0;162,0811216;118,3175248;96,87669534;253,4568701;277,6722299;208,8462891;180,9572639;66,75901664;383,0031704;64,78572123;314,2174842;66,12969356;118,6098921;194,6661476
('п', 'у', 'с');66,6888963;931,6191541;1712,133318;640,0931045;364,1163352;367,9175865;283,6419628;295,793812;329,3807642;499,8732716;613,8017713;296,7815688;361,9145279;1268,421316;425,5590782;226,7500243;354,2088004;317,4225291;355,8296762;324,4435793
('б', 'у', 'ч');66,6888963;0;684,8533272;0;0;0;0;0;38,75067814;0;29,22865577;65,95145973;0;0;63,83386174;32,39286061;5,713045167;0;0;0
('р', 'ы', 'л');0;81,51667598;0;0;91,02908379;735,8351729;94,54732093;78,87834986;19,37533907;168,9712467;29,22865577;142,8948294;90,47863196;300,4155749;85,11181565;64,78572123;137,113084;66,12969356;39,53663069;0
('ё', '\n', 'М');0;11,64523943;456,5688848;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;13,22593871;0;64,88871585
('5', ',', ' ');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;0;0;0;0
('л', 'у', 'и');0;0;0;0;0;183,9587932;13,50676013;0;19,37533907;0;43,84298366;0;0;0;0;0;5,713045167;13,22593871;0;194,6661476
('к', '\n', 'Р');0;0;0;58,19028222;0;0;0;19,71958747;0;0;0;0;0;0;0;0;5,713045167;26,45187742;0;0
('Х', 'а', 'м');0;11,64523943;0;0;0;0;0;0;0;70,40468614;0;0;0;0;0;0;0;0;0;0
('Д', 'о', '́');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;0;0;0;0
('н', 'е', 'р');0;34,93571828;114,1422212;0;91,02908379;0;40,5202804;98,59793733;38,75067814;70,40468614;29,22865577;175,8705593;120,638176;50,06926248;42,55590782;97,17858184;199,9565809;105,8075097;0;194,6661476
(')', ' ', 'Э');0;0;0;0;0;0;0;0;0;28,16187445;0;0;0;0;0;0;0;13,22593871;0;0
('с', 'е', ':');0;0;0;0;0;0;0;0;0;7,040468614;0;10,99190995;0;0;0;0;11,42609033;26,45187742;0;0
('з', '\n', 'Х');0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,27795391;0;0;0;0;0
('з', ' ', 'е');0;0;0;0;0;0;13,50676013;0;0;21,12140584;0;10,99190995;0;0;42,55590782;0;11,42609033;13,22593871;0;0
"('""', 'П', 'а')";0;0;0;0;0;0;0;19,71958747;0;0;0;0;30,15954399;0;0;0;0;0;0;0
('ё', 'л', 'о');0;0;0;0;0;91,97939662;0;0;0;14,08093723;14,61432789;65,95145973;0;0;0;0;11,42609033;13,22593871;0;0
('м', '\n', 'Ж');0;0;0;0;0;0;13,50676013;0;38,75067814;7,040468614;0;21,98381991;0;0;21,27795391;0;0;0;0;0
('М', 'а', 'г');0;0;0;0;0;0;13,50676013;0;0;0;0;21,98381991;0;0;127,6677235;0;22,85218067;13,22593871;0;0
"('""', 'И', 'д')";0;0;0;0;0;0;0;0;0;0;14,61432789;0;0;0;0;0;0;0;0;0
('ы', 'ж', 'у');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,22593871;0;0
('(', 'А', 'й');0;0;0;0;0;0;0;0;930,0162753;0;0;0;0;0;0;0;0;0;0;0
('о', ' ', 'м');400,1333778;2142,724054;1027,279991;1221,995927;1297,164444;459,8969831;1080,540811;690,1855613;716,8875455;1013,82748;1023,002952;527,6116778;814,3076877;968,0057413;1149,009511;1392,893006;736,9828266;1706,146094;5139,761989;1038,219454
('С', 'е', 'р');0;81,51667598;0;58,19028222;227,5727095;0;13,50676013;19,71958747;0;42,24281168;0;10,99190995;60,31908798;66,75901664;42,55590782;32,39286061;45,70436134;13,22593871;0;129,7774317
('а', 'х', ')');0;0;570,711106;0;0;0;0;0;0;0;0;0;0;0;21,27795391;0;0;92,58157098;0;0
('е', 'ц', 'ы');0;0;0;0;0;0;0;0;0;0;0;10,99190995;60,31908798;0;0;0;0;0;0;0
('ю', 'ш', 'и');0;0;0;0;0;0;0;0;19,37533907;0;0;10,99190995;0;0;0;0;0;0;0;0
(' ', 'с', 'ы');400,1333778;302,7762251;228,2844424;116,3805644;68,27181284;0;81,0405608;118,3175248;193,7533907;140,8093723;189,9862625;98,92718959;90,47863196;33,37950832;0;259,1428849;39,99131617;119,0334484;158,1465228;0
('ы', 'е', '!');0;0;0;116,3805644;0;0;0;19,71958747;0;7,040468614;0;0;0;0;0;32,39286061;0;0;0;0
(' ', 'э', 'й');0;0;0;58,19028222;409,6308771;0;54,02704053;0;38,75067814;35,20234307;175,3719346;54,95954977;0;50,06926248;0;259,1428849;28,56522584;317,4225291;237,2197841;0
(',', ' ', '7');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;0;13,22593871;0;0
(' ', 'П', 'а');400,1333778;23,29047885;0;0;0;0;94,54732093;78,87834986;19,37533907;35,20234307;0;32,97572986;90,47863196;16,68975416;0;0;45,70436134;211,6150194;79,07326138;0
('\n', 'У', ',');0;0;0;0;0;0;0;0;0;0;0;21,98381991;0;0;0;0;0;52,90375484;0;0
('с', 'я', ',');0;267,8405068;228,2844424;232,7611289;250,3299804;367,9175865;189,0946419;394,3917493;348,7561032;429,4685854;511,501476;549,5954977;573,0313358;383,8643457;340,4472626;97,17858184;331,3566197;290,9706516;158,1465228;324,4435793
('(', 'и', '-');0;0;0;0;0;0;0;0;0;56,32374891;0;0;0;0;0;0;0;0;0;0
('в', 'е', ' ');66,6888963;11,64523943;114,1422212;0;91,02908379;91,97939662;81,0405608;138,0371123;348,7561032;112,6474978;73,07163944;164,8786493;90,47863196;50,06926248;63,83386174;226,7500243;148,5391744;39,67781613;0;64,88871585
('с', 'д', 'е');0;104,8071548;0;174,5708467;91,02908379;91,97939662;27,01352027;157,7566997;38,75067814;91,52609198;29,22865577;98,92718959;90,47863196;33,37950832;63,83386174;64,78572123;62,84349684;383,5522226;39,53663069;0
('И', 'н', 'е');0;0;0;0;0;0;0;0;0;0;0;0;30,15954399;0;0;0;0;0;0;0
('у', '\n', 'Щ');0;0;0;0;0;0;0;19,71958747;0;14,08093723;0;0;0;0;0;0;0;0;0;0
('х', ' ', 'Г');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('о', ' ', 'я');66,6888963;524,0357742;114,1422212;290,9514111;682,7181284;367,9175865;432,2163243;492,9896867;155,0027125;323,8615562;263,057902;274,7977489;271,4358959;1184,972545;851,1181565;1587,25017;468,4697037;767,1044452;197,6831534;778,6645902
('м', '\n', 'У');0;69,87143656;0;349,1416933;22,75727095;0;27,01352027;0;0;21,12140584;14,61432789;32,97572986;0;50,06926248;0;0;34,278271;26,45187742;39,53663069;0
('г', '!', '»');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,22593871;0;0
('С', 'т', 'а');66,6888963;46,5809577;0;58,19028222;182,0581676;0;135,0676013;78,87834986;77,50135627;63,36421752;73,07163944;65,95145973;60,31908798;66,75901664;63,83386174;0;102,834813;13,22593871;39,53663069;129,7774317
('-', '\n', 'Т');0;0;0;0;0;0;0;0;0;0;14,61432789;0;0;0;0;0;0;0;0;0
('а', 'к', '*');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;0;0;0;0
('Я', ' ', '4');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,22593871;0;0
('ш', 'т', 'я');66,6888963;0;0;0;0;0;0;39,43917493;0;119,6879664;0;10,99190995;0;0;0;0;62,84349684;0;0;0
('Ц', 'У', 'М');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,22593871;0;0
